Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Silt,8.868776516,39.73165183,1.435736359,2.13530976,145.9740759,75.68536884,70.25778121,31.62343417,79.74706144,2297.198831,Cotton,Harvest,Kharif,Rainfed,Sugarcane,North,111.2064891,,Zinc Sulphate
Loamy,5.529662604,13.13445544,0.644192968,2.007624933,133.3875055,25.43346065,125.9432108,15.85139206,86.40024565,918.4859601,Wheat,Flowering,Kharif,Sprinkler,Rice,East,123.8505058,3.565116832,DAP
Loamy,78.34619727,45.84337823,,3.314850657,86.70619179,43.38078682,42.90378331,25.48221891,103.9686117,,Wheat,Flowering,,Rainfed,Cotton,North,,8.221452003,MOP
Silt,5.229167925,40.07786575,0.8367350663,,21.01682315,41.9868383,42.34450058,14.16628057,66.00367869,1715.988281,Cotton,Vegetative-,Zaid,Drip,Potato,Central,1764.211314,2.16052271,Urea
Silt,4.939166841,10.15163173,8.456875746,3.077076424,,100.3515829,37.02831456,28.22024471,60.61612838,2920.751438,Potato,Sowing,Kharif,Sprinkler,Potato-,East,181.0768729,6.06828235,Compost###
Sandy,10.76495773,53.96534204,1.175688885,1.951286274,104.1990223,,,326.6906569,54.44763329,352.0896298,Potato,Vegetative,Rabi,Canal,Sugarcane,Central,226.0543532,6.454530773,DAP
Loamy,6.671172889,58.71958751,0.4784980649,2.375631457,179.9890072,637.820759,26.78435163,40.51883151,60.27066237,650.7412973,Wheat,Sowing,Zaid,Canal,Cotton,East??,187.6744891,1.01111333,MOP
Loamy,6.268152147,44.00543786,,0.4910641096,185.0145948,13.52713073,14.9821724,15.84454555,51.59363803,880.4331132,Sugarcane,Flowering,Zaid,Canal,Tomato,Central,267.4128177,1.393885326,DAP###
Silt,3.898581464,53.87781758,1.584541064,2.103521873,33.55077292,65.10116902,83.76174501,11.51822926,100.4420389,,Rice,Harvest,,Rainfed,Sugarcane,,232.3556501,4.376733197,Urea
Clay,5.6351834,46.23974695,0.2403451176,,22.76534212,47.78915493,160.0436406,12.57998662,97.47412225,1987.351186,nan??,Flowering,Zaid,Canal,,South,181.021058,1.404791454,Urea
Loamy,9.203976877,52.50705896,1.449631687,0.1411416801,120.2794419,,59.89150627,34.54889615,26.60411788,2672.909094,Cotton,Harvest,Rabi,Rainfed,Tomato,East,317.663403,5.820572641,Zinc Sulphate
Clay,4.129640961,44.88687918,0.1939673349,1.68342336,60.89167085,66.78715997,102.760234,18.43230754,70.25576647,992.2266262,Maize,Harvest,Kharif,Rainfed,Wheat,East,217.0301387,0.9495628256,Urea
Silt,5.626807927,42.66016797,1.257083019,,42.82654692,28.07306478,,17.89652464,79.00184933,,Potato,Flowering,Kharif,Canal,Potato,South,111.6998039,7.195470968,Urea
Silt,5.304059059,41.63465048,1.458016662,0.2471284398,172.9542876,26.95010686,83.75137297,18.00861164,104.7045105,803.4179417,Potato,Harvest,Rabi,Sprinkler,Maize,East,123.689216,,DAP
Sandy,7.647086275,27.64986973,0.5766072436,2.824005292,133.7152866,91.31447494,11.93979538,326.6906569,,2583.122571,Cotton,Harvest,Kharif,Rainfed,Tomato,North??,126.5755786,3.868708851,MOP
Loamy,3.777190023,425.2903798,,,130.0525529,90.91700585,126.6856556,36.82215102,53.09276893,761.4928449,Tomato,Harvest,Kharif,Rainfed,,West,179.6719546,4.425463242,Compost
Clay,5.765761492,64.81027869,,,83.93559151,40.52317974,,30.44693419,59.47516054,1442.193657,Tomato,Sowing,Zaid,Drip,Sugarcane,West,286.6665459,1.876708955,Compost
Sandy??,9.025051967,14.50330286,8.456875746,2.511544681,131.3035474,76.91256379,51.62283807,32.94843399,39.78690149,1228.866497,Potato,Sowing,Zaid,Rainfed,Cotton,South,,5.051686288,Zinc Sulphate
,7.473245396,51.60473821,0.9500713954,1.16540566,36.52723076,126.9484201,21.06016304,24.81126846,53.80044786,1599.052411,Potato,Vegetative,Kharif,Drip,Potato,North,110.6727999,2.085280678,
nan??,7.328880198,60.18839782,0.9061361816,0.8346658415,,38.60637701,64.1471303,26.48924735,34.80947326,915.3659595,Rice,Sowing,nan,Canal,Tomato,West,308.2777564,6.338849228,
Silt,5.028070432,38.12802375,0.5119979721,0.5126104931,69.44270411,47.18548336,28.87291759,33.94412376,80.97635332,982.76501,Sugarcane,Flowering,Rabi,Drip,Sugarcane,Central,147.8879327,6.907911979,MOP
Loamy,6.597700797,62.87032425,0.7281396034,1.366562529,140.3849448,34.68616493,109.6330383,11.21375154,47.2541497,1351.004174,Potato,Flowering,Zaid,Drip,Tomato,North,123.0929823,3.543083549,
Sandy,6.710769119,36.16284761,1.143885363,,45.81797536,32.89120739,15.06016726,17.47629076,54.38658127,640.2910014,Wheat,Harvest,,Rainfed,Cotton,North,59.75446003,,Urea
Sandy,5.219839296,425.2903798,0.966983572,1.005331606,66.53618328,637.820759,63.80947366,29.89635642,99.43495982,2606.933362,Wheat,Harvest,Zaid,Rainfed,Wheat,South,128.4118473,,Compost
Clay,7.894056747,50.77318257,0.6375867798,1.319901664,75.33047888,72.61526351,83.0521299,20.15204445,88.93765712,,Maize,Sowing,Rabi,Drip,Sugarcane,West,271.276434,6.305554733,Zinc Sulphate
Sandy,8.538537284,24.8676958,0.9105199891,0.4536008141,88.71947327,61.070366,82.67320604,23.35863385,66.35976728,9515.653198,,,Rabi,Drip??,Cotton,Central,144.0133159,1.513037063,NPK
,4.381967239,33.83498575,1.154169039,1.515739787,120.590124,83.18084479,86.27254554,32.34417079,843.2627567,,,Vegetative,,Drip,Cotton,,113.0295119,2.808278467,Compost
Loamy,7.101615197,21.96693133,1.063059723,0.3723941263,120.4616103,,58.88533756,24.88656365,60.13411891,397.2137411,Cotton,Vegetative,Zaid-,Sprinkler,Tomato,East,197.3799125,2.000847133,DAP
Clay,8.052802949,,,2.389696578,29.86046619,30.67811066,104.0173871,30.11138142,70.30182778,,,Harvest,Zaid,Rainfed,Tomato,South,240.1228546,7.317061891,Urea
Loamy,4.385978209,28.11264475,0.1804368104,0.2354411766,65.9653161,44.07792159,51.39283692,20.12946943,32.07362312,1923.498077,Tomato,Vegetative,Zaid,Canal,Maize###,North,123.9253759,5.553547782,Compost
Silt,,24.59731629,,1.269028354,147.036481,74.92451763,55.19093587,25.31713721,35.27903353,893.6597448,,Sowing,Rabi,Rainfed,Rice,Central,202.4277799,6.322965149,Compost
Loamy,6.654810681,43.43070819,,0.4434906608,,35.4751242,105.3635807,17.37169631,100.6582292,526.8135051,Rice,Sowing,Rabi,Drip,Rice,East,61.09974609,6.0230262,Urea
Loamy,5.599294979,49.49126078,1.169325016,15.39306686,,43.28328951,14.27706139,13.23632642,60.94401324,1127.725042,Sugarcane,,Rabi,Rainfed,Tomato,East,273.3477735,2.190176828,Urea
Sandy,3.842775178,24.54556319,0.2149112031,0.7451062724,30.60795294,72.64846273,29.05484295,11.77425189,30.96897416,2235.307533,Wheat,Flowering,Rabi,,,,197.6476911,7.011244725,Urea
Sandy,,,0.9358270095,0.4307895903,140.385598,76.2259378,24.58065699,11.82615444,65.03814071,1473.546262,Wheat,Harvest,Zaid,Canal,Potato,North,121.2249642,6.069902257,MOP
Loamy,7.11856093,47.7606115,1.477413791,1.354033757,20.04668091,19.01787852,9.505527965,18.00313242,74.82359941,1124.735562,Rice,Vegetative,Zaid,Canal,Wheat,East,297.2295011,2.191316198,Urea
Clay,,35.10496762,0.5343309067,2.920088643,156.9200006,19.01743238,88.47182873,18.06491467,35.49747461,2582.512422,Tomato,Flowering,Kharif,Drip,Potato,Central,96.6423368,7.023448185,
Sandy,,59.51372431,0.590820803,2.965025082,90.19023437,54.43246275,20.81904947,19.48827749,,1412.733326,Potato,Flowering,Zaid,Drip,Cotton,East,134.2454516,4.148458901,MOP-
Clay,7.137007236,14.14060525,0.9215385469,0.9024627743,43.80146673,77.7984679,31.641805,20.56343303,59.04315469,1375.016856,Wheat,Vegetative,Kharif,Rainfed,Rice,South,89.69142205,3.172703645,Urea
Loamy,5.757627941,67.11949101,1.043044189,1.7173632,22.00781877,,25.31281449,30.0503278,77.0719301,249.66196,Maize,Harvest,Kharif,Rainfed,Tomato,,247.6372726,3.150240535,Urea
Loamy,8.56145773,38.19146461,0.2368099388,0.1512254372,116.7679937,14.18052649,147.779372,14.91272953,54.23290369,2167.494388,Potato,Vegetative,Rabi,,Sugarcane,East,148.5437078,5.019110677,DAP
Silt,7.283015248,42.44407483,1.322491254,,33.24273212,44.61395766,93.58153408,31.52138075,54.16596425,1725.926754,Tomato,Vegetative,Zaid,Rainfed,Wheat,South,142.1132233,3.608236145,Urea
Sandy,5.956216197,13.98359563,0.8927065772,,58.96654972,58.97484235,,16.43660966,29.36443576,9515.653198,Sugarcane,Flowering,Rabi,Rainfed,Sugarcane,East,,1.924874899,Urea
Loamy,5.870594659,34.28623048,1.247099524,0.6324254186,42.59036935,22.92050118,97.91172763,42.18535118,,686.6184304,Tomato,Sowing,,Sprinkler,Wheat,North,336.3930548,6.927401897,Urea
Silt,8.236919986,20.90949327,1.155246789,,50.84235788,48.50433728,18.71577363,,61.98722751,642.8323455,Wheat,Flowering,,Sprinkler-,,South,106.4993843,2.270104404,Urea
Sandy,5.800612035,22.84977985,1.185817328,2.913229625,66.38542893,26.57801964,82.66125391,,46.18192879,616.0015516,Cotton,Harvest,Kharif,Rainfed,Sugarcane,,239.130861,,DAP
Loamy,5.107772842,30.63594691,0.3841400567,0.1086012968,,26.94586711,122.1169234,18.01779769,87.48134162,1552.430578,,Harvest,Kharif,Rainfed,Rice,East,224.8490544,6.025825905,DAP
Loamy,4.759013792,49.30728458,0.5584465472,0.7503735049,84.76485238,42.22843685,25.81495162,33.54950615,65.1085666,9515.653198,Potato??,Vegetative,Zaid,Drip,Wheat,East,212.3555622,,MOP
Sandy,6.694918394,38.10373597,8.456875746,1.467061275,97.77783505,,,,66.6390673,1338.343792,Maize,Sowing,Zaid,Sprinkler,Cotton-,North,145.8411225,4.353918209,MOP
,6.56882252,37.23407156,0.2536399414,1.323089671,,40.05739417,46.35246374,15.91779245,68.36979097,983.2112535,Potato,Vegetative,,Canal,Wheat,South,83.30622567,1.726445526,DAP
Sandy,9.087185471,44.43588808,1.000377444,2.538385505,150.8473043,10.12575053,14.99837589,21.3278836,49.07771798,1654.521579,Potato,Sowing,Rabi,Drip,Tomato,South,249.6077752,,DAP
Loamy,9.286271509,28.34244716,0.9114533823,2.700746441,122.8444162,88.39979394,56.5217177,10.54809959,32.58803385,1997.866322,Cotton,Vegetative,Zaid,Sprinkler,Rice,East,222.2778874,4.020500192,Zinc Sulphate
Loamy,6.289390264,71.47324171,0.5037894065,1.707270654,46.63104994,33.50836125,,12.33942009,30.37834405,2376.601695,Potato,Vegetative,Rabi,Drip,Maize,East,241.7125226,4.512469529,Urea
Silt,5.230621269,37.61618223,0.8910246321,0.9113972914,,60.97250913,15.67197775,21.55120537,73.88980258,895.9363415,Maize###,Vegetative###,Kharif,Drip,Cotton,West,71.4689139,3.802532363,MOP
Clay??,7.453611292,22.07719157,1.144128603,2.686237424,175.4692141,12.88374414,96.70018586,20.8720458,77.79328646,2616.086957,Rice,Sowing,Rabi,Sprinkler,,East,239.6041917,,
Sandy,,19.49954363,0.6357887032,15.39306686,45.45071387,78.84929444,101.0669296,15.67461476,86.46416665,,Cotton,Sowing,,Sprinkler,Rice,South,,1.757381521,Urea
Loamy,6.751765849,41.98381868,0.8853551901,,,31.99202872,,20.72568736,57.85418467,1676.138733,Cotton,Sowing,Rabi,Sprinkler??,Wheat,South,146.7531089,5.578990687,DAP
Loamy,,37.11710342,1.267975163,0.1014705568,32.35902767,23.81758422,47.51173808,36.7815048,82.56007668,,Maize,Flowering,Kharif,,Rice,West,123.5098734,6.360870843,Urea
Sandy-,9.651863846,10.96766944,0.6233582047,1.936459033,148.2324759,73.22985614,91.36890619,24.00607153,81.12344266,1504.905885,Maize,Flowering,Rabi,Canal,Wheat,East,,2.868388085,Zinc Sulphate
Clay,7.29026771,52.30855679,1.193931505,0.3987725026,47.99124893,68.62133447,,,78.56917738,1662.313758,Rice,Vegetative,Kharif,Sprinkler,Wheat,Central,,2.534412724,Urea-
Sandy,5.267580361,,,1.519385014,711.7064036,53.90469059,26.84662619,25.209055,62.79988186,1970.252133,Cotton,Vegetative,Zaid,Sprinkler,Cotton,North,,0.9387977829,MOP
Clay,,45.89454078,0.3686911393,1.566681472,,56.23108111,43.10225761,12.85443565,,9515.653198,Potato###,Harvest,,Canal,,Central,82.23438276,4.078195443,Zinc Sulphate
Loamy,8.307637983,14.81301753,0.2770830121,1.776253074,74.11886013,25.48134262,60.94731719,22.91728045,40.00735998,2865.446871,Cotton,,Kharif,Canal,Tomato,South,145.4134162,6.355900532,DAP
,3.681973765,25.88414697,,1.98259143,87.87110137,41.33486316,30.593347,16.19699418,,2410.962045,Potato,Flowering??,Zaid,Sprinkler,Wheat,East,188.1466672,6.421648772,DAP
Silt,5.917838849,425.2903798,0.744342056,1.811730535,168.4717648,71.96568435,73.64666824,,,,Tomato,Flowering,Zaid,Rainfed,Maize,West,243.0897923,1.325042839,DAP
,7.147348707,,0.481383017,0.9379039481,50.33823776,59.7123128,,14.40383393,34.00338396,1859.302738,Potato,Harvest,Kharif,Canal,Rice,East,209.7608654,6.567355833,Urea
Silt,4.448296415,22.20604044,1.187325576,2.45704647,77.63430927,10.32387846,91.97332841,30.66668485,51.36432699,1931.140041,Cotton,Flowering,Zaid,Drip,Rice,West,143.4034163,7.838207192,DAP
Sandy,6.125786419,20.86336153,0.3561240235,3.348474856,35.98800164,83.70283587,11.07269544,40.60613722,102.9946345,,Cotton,,Zaid,Drip,Tomato,West,,,Urea
Sandy,5.364336231,29.19915374,0.5245121298,0.6128022151,106.2363404,39.79511077,66.8601212,30.02257618,86.33422842,255.8013593,Rice,Sowing,Kharif,Canal,Wheat,West,216.3104683,,DAP
Sandy,9.309048609,22.91930743,0.8790435786,2.712071705,97.56670565,65.00785141,22.14430026,12.73308263,50.94092128,3537.420761,Wheat,Sowing??,Rabi,Sprinkler,Wheat,South,225.7080219,3.31425211,MOP
,,46.6001025,0.740027314,2.837203119,141.0627598,13.12459029,75.97097704,17.857364,843.2627567,2839.866616,Cotton,Harvest,Rabi,Canal,Cotton,,252.7359153,,DAP??
Loamy,3.968744341,62.75438724,1.161182054,,162.4483939,26.08651719,108.5712618,30.83630913,86.60524895,961.2475879,Sugarcane,Vegetative,Zaid,Canal,Cotton,West,,,DAP
Sandy,5.913829686,28.34682735,0.7980538204,0.8441689711,73.80980725,16.31320058,98.66750522,39.69104209,49.6420423,921.8028994,Rice,Flowering,Kharif,,Wheat,South,184.6306019,2.985954544,DAP
Sandy,8.813794206,11.89695885,0.452125832,,,68.81761154,53.93100767,17.31622156,25.84854643,645.70439,Potato,Flowering,Rabi,,Sugarcane,East,157.4161403,,SSP
Loamy,9.290670683,57.86854392,1.263059006,1.197149167,29.23021521,,44.1935584,32.35529055,105.5866906,2187.365292,Tomato###,nan??,Rabi,Canal,Potato,,231.2746953,2.95629264,Urea
,7.20902469,14.30521394,1.312907693,1.764048277,106.7319119,,120.0288475,36.33714306,65.80988264,2250.220061,Wheat,Vegetative,Rabi,Canal,Wheat,South,118.1686712,3.056023185,DAP
Silt,5.546795948,50.00360773,,1.354571874,78.71796435,35.10564222,39.70867375,45.62195813,33.12986875,1612.443256,Maize,Sowing,Kharif,Rainfed,,North,251.2905421,5.014219253,DAP
Loamy,7.595086161,33.40946652,,2.762519363,20.35344587,74.27780652,113.3204054,11.70471205,32.5191645,1067.981695,,Sowing,Kharif,,,South,199.6463239,4.361113732,Urea
Loamy-,5.970998187,57.18173804,1.020968018,1.863616706,138.8689509,46.1903261,36.67263452,22.63752879,33.34283399,1610.066103,Potato###,Harvest,Kharif,Sprinkler,Tomato,South,225.7108957,5.037671279,MOP??
Loamy,4.910708476,,1.200520219,0.7283676763,80.30459232,55.58415591,96.56121991,19.89446364,79.78828601,1369.233369,Tomato,Vegetative,Zaid,Canal,Maize,Central,117.6138164,49.70624689,Compost
Silt,5.29175671,9.135722467,0.9581608836,2.493906058,104.5028042,32.87929755,321.5800045,28.46850607,,1627.653073,Wheat,Harvest,,Canal,Rice,,,4.239737474,Urea
Loamy,5.353478385,26.01697603,1.30277349,1.096911891,31.3155616,78.53227491,29.35330227,24.07495436,49.01975484,1044.426448,Maize,Vegetative,Zaid,Sprinkler,Sugarcane,West,239.0089434,2.348859047,Urea
Silt,3.671843732,33.64044402,0.677974844,0.8549183841,20.96764677,70.61032431,38.20919208,42.10064814,33.1627824,240.4170621,Sugarcane,Sowing,Kharif,nan,Sugarcane,South,165.0911176,2.928304613,
Loamy-,9.69337282,23.28832405,0.3650655728,1.198611919,128.0349062,47.33534528,46.55360458,38.73090251,62.97221676,1386.893157,Rice,Harvest,Zaid,Rainfed,Sugarcane,,161.4504133,5.00018626,Zinc Sulphate
,4.453096747,60.18512007,1.171096199,0.1695897107,108.7355508,52.32771589,46.2103408,10.99149431,32.64944072,,Wheat,Vegetative,Kharif,Canal,Rice,South,173.8987605,,NPK
Sandy,6.862302978,64.69143642,1.337789184,2.743321841,75.28403096,40.06876632,89.76179656,24.42572517,,1874.086631,Tomato,Vegetative,Rabi,Drip,Cotton###,South,242.7476276,,DAP
,7.000860002,46.12578958,1.075055561,1.352823004,29.52296546,75.5953752,44.50428888,24.68925772,51.2533182,342.9230864,Maize,Harvest,Kharif,Drip,Sugarcane,East-,84.80145844,4.726966837,Urea
Sandy,,16.90476062,,2.004130833,127.7358151,49.87770277,67.31469763,46.6647016,77.24984807,3031.167345,,,Rabi,Canal,Potato,North,243.2125224,5.001260573,Compost
Silt,6.903058107,52.73160072,0.6410759303,0.9106603809,41.38602088,,48.51523585,20.54020352,,9515.653198,Sugarcane,Sowing,Kharif,Drip,Maize,East,165.6750138,,Urea
Clay,6.574712559,47.92807938,0.4335570986,15.39306686,98.1291377,18.11986919,87.83672279,30.7664925,29.24887372,1868.521305,Sugarcane,Sowing,Rabi,Drip,Wheat,North,246.492561,5.187819921,nan
Loamy,7.073468464,29.7302435,,1.937621432,140.6567648,43.11247358,26.45568915,,43.11877843,1959.9489,,,Kharif,,Sugarcane,South,216.553137,5.811299726,DAP
Sandy,3.363916458,54.44995335,0.3412127813,1.240497889,114.5129983,34.89090011,55.54422807,20.81271371,,1235.304117,Rice,Sowing,Kharif,Canal,Rice,nan,185.35294,,DAP
Sandy###,5.401985513,21.04920651,0.6758126025,2.854174813,,61.26817521,98.4866271,14.9914583,66.75107931,2060.050841,Rice,Vegetative,,Rainfed,Rice,West,317.7881841,5.288738892,
Clay,6.980018262,23.44395174,0.4448279653,1.201830431,,42.31137374,67.48007099,30.2267342,,1688.237384,Tomato,Sowing,Zaid,Sprinkler,Tomato,West??,245.3496975,7.395275334,MOP
Silt,6.662339867,12.96801343,0.7216918561,1.744755189,144.9493123,44.6422343,114.5377513,326.6906569,,1021.223945,,Sowing,Zaid,Rainfed,Potato,East,169.5986586,1.823551443,DAP
Clay,6.043132948,48.64525128,1.183318025,0.1292783061,73.07757304,89.36632544,105.9738343,10.32918927,32.37263221,2565.46323,Cotton,Sowing,Rabi,,Maize,South,80.20562539,5.281292692,DAP
,6.017344316,40.45976188,1.121818753,0.8786024759,69.37790369,44.841901,49.35937599,26.64921747,35.91520791,1593.718381,Sugarcane,Vegetative,Rabi??,Drip,,East###,91.11062109,6.026891422,NPK
Silt,6.087371509,27.29074797,0.2852417206,2.235214058,72.54109193,94.27106841,79.18716892,45.20747228,843.2627567,2480.247381,Cotton,Sowing,Kharif,Drip,Sugarcane,North,73.6758485,6.521961063,Compost
Sandy###,5.732417478,425.2903798,0.8477505778,2.784177578,153.6041656,25.95337203,39.56200845,15.3073167,77.5854622,1394.512264,Rice,Harvest,Zaid,Drip,Cotton,South,,3.264372969,DAP
Clay,5.189509103,11.82263954,0.2447752075,1.562298789,27.73367131,44.48842602,,16.54930151,71.19923379,,Wheat,Vegetative###,Zaid,Rainfed,Rice,West###,63.99850845,1.157747632,Urea
Clay,8.553671364,,0.2668534207,2.10898411,131.104104,14.54941129,11.19830186,23.68167375,38.78748276,1337.001346,Tomato,Sowing,nan,Sprinkler-,Rice,Central,307.2181573,9.195003849,DAP
Silt,5.864109135,30.64549729,,15.39306686,102.0648366,79.15465615,31.79907172,41.89576481,77.02170136,1740.107702,Tomato,Vegetative,Rabi,Drip,Maize,South,196.0979282,4.131653668,MOP
Clay,7.569011688,24.96372364,1.195344097,,91.66229675,92.80673307,117.7603452,30.94651934,40.62018207,2722.092708,Maize,Harvest,,Rainfed??,Potato,,,2.134330686,SSP
Loamy,7.722984313,19.05239008,1.409273314,1.047697434,116.9635169,20.09257272,23.4572342,22.90665873,44.38796885,,Wheat,Flowering,Kharif,Rainfed,Sugarcane,West,266.7146964,5.343809146,DAP
Loamy,7.375574843,56.94786869,0.7522586364,1.624072165,,69.78056774,82.91027318,8.472150825,37.06181509,1602.620194,Sugarcane,Flowering,Kharif,Canal,Maize,North,308.095423,7.680705321,MOP
Clay,5.934973159,27.57108747,1.62351459,1.200246879,24.21383898,63.56571329,,31.0427011,33.35811152,9515.653198,,Vegetative,Kharif,Drip,Cotton??,nan,146.602639,,Urea
Clay,6.949572354,43.69123799,0.4794553378,,136.1499615,84.21713919,79.89144516,,92.45227634,781.6064602,Cotton,Harvest,Kharif,Canal,Rice,North,137.5057131,5.334679674,Zinc Sulphate###
Silt,6.920062841,12.90918031,,2.814012159,40.98559993,35.23955719,58.05213486,17.49538099,31.29156932,,Maize??,,Kharif,Canal,Wheat,West,226.7136302,6.497396949,Urea
Loamy,7.00457193,33.09447477,0.3125983913,0.4709016853,126.5144682,68.74665355,,21.62980311,46.90861565,2064.00009,Rice,Flowering,Zaid,Sprinkler,Wheat,,183.8458319,3.846209135,MOP
Loamy,,34.42759481,1.14505732,0.4901711268,37.72417308,53.12275086,138.6237293,23.81692951,30.62738172,2647.348089,Rice,Vegetative,Rabi,Canal,Wheat,South,187.4899263,4.984724823,Urea
,6.624618548,20.88918983,0.5468753216,0.2600210295,56.26001448,66.0501689,18.46584558,23.91177678,38.37327594,629.1534166,Wheat,nan,Zaid,Canal,,West,240.7842218,6.816406301,Urea
Silt,,16.11224714,0.3657234921,1.198989613,86.59877426,50.61770785,67.25514176,,82.31230792,1211.131936,Tomato,Flowering,Zaid,Rainfed,Cotton,,86.547077,7.622311642,Compost
Sandy,5.658921044,53.8279379,1.012469262,1.126098417,97.5216393,60.37879731,56.4324635,32.52206449,49.11200997,,Maize,Harvest,Rabi,Drip,Wheat,South,220.989996,3.213581432,Compost
Loamy,5.96170392,,0.4463460306,0.3275784889,84.0463708,42.90514063,53.71633893,11.20118951,55.43058496,625.6273514,Cotton###,Harvest??,,Rainfed,Rice,,275.0133697,5.984739515,Compost
Silt,,13.72875666,0.2246797415,1.765030002,48.07153697,45.23102029,102.3391317,31.67607156,65.56660141,1793.735116,Rice,,,Canal,Sugarcane,South,51.31275846,,Zinc Sulphate
Clay,3.55252584,33.44422552,0.3371157268,1.723748861,81.2142812,23.98421525,108.3051781,,66.4581684,3027.110215,Sugarcane,Flowering,Rabi,Rainfed,Maize,East,,1.340777854,DAP
Silt,78.34619727,42.74115865,0.184978647,2.871813467,146.2900282,,117.4919382,10.31403802,,2562.906861,Rice,Vegetative,Rabi,Canal,Cotton,,93.49718495,9.806203224,DAP
Clay,,14.86414259,8.456875746,2.788364765,138.0411733,18.02772451,79.23901733,43.87809511,80.12981631,590.7193233,Maize,Sowing,Zaid###,Sprinkler,Cotton,South,184.9334014,,DAP
Clay,7.606393384,40.7055886,0.7009002161,1.89672058,19.79592738,32.77629361,108.9285716,10.59002381,46.04001995,461.712928,Potato,Vegetative,Zaid,Drip,Wheat-,Central,211.8384938,4.225686274,Urea
Silt,4.258018748,,0.4114029976,0.4417661947,,57.32081317,88.52981916,9.228710771,81.59713672,1472.966312,Sugarcane,Harvest,Rabi-,Sprinkler,Wheat,East,122.961976,1.980634657,Urea
Clay,,58.12106981,0.5185927466,0.3177524994,73.08335397,25.67287927,8.102797186,,,2839.163345,Cotton,Harvest,Rabi,Canal,Rice,South,204.3513145,7.060751041,
Sandy,5.605248146,,,2.720286313,124.2995778,14.39201629,23.5611391,13.33055279,89.82987093,9515.653198,Rice,,Rabi,Rainfed,Cotton,Central,,3.033031233,DAP
Loamy,7.027678863,21.76673846,0.8937583749,1.831681746,82.91998058,57.19928312,45.42601065,13.15961756,,863.6770353,Sugarcane,Harvest,Kharif,Rainfed,Sugarcane,North###,210.617529,4.107854986,Zinc Sulphate
Clay,,24.04131868,1.39299484,0.5574491322,68.26518629,62.10926983,73.49778289,14.97598386,98.60132638,335.7520165,Cotton,Harvest-,Kharif,Sprinkler-,Cotton,South,184.9863054,8.676079761,Zinc Sulphate
Sandy,,56.66960378,,0.9668270603,107.2060849,72.82038958,104.0530381,29.07518063,46.2551276,1270.493205,Maize,Vegetative,Rabi,Drip,Potato,Central,1764.211314,,NPK
Clay,10.28755973,57.68144847,0.4589368393,15.39306686,32.84031659,91.84301146,74.43363873,10.84472794,51.2842184,666.5260897,Potato,Flowering,Kharif,Sprinkler,Tomato,East,108.3680434,1.650356853,Urea
Loamy,7.364597691,40.89657267,,1.709132069,54.76036956,68.31487257,50.37458103,30.47677068,43.18567519,658.4501397,Cotton,Vegetative,Kharif,Drip,Maize,North,168.1880277,5.549816083,Urea
Sandy,6.585532941,40.5109633,1.04657323,1.63633145,156.4916434,77.98892667,26.38774787,18.41637785,72.15423078,9515.653198,Cotton,,Rabi,Drip,Maize,East,194.6284598,4.563512423,MOP
Loamy,8.924815317,60.58317438,0.4823680385,,133.1394455,13.89305317,60.7506279,27.09553642,62.77387706,2495.981815,Sugarcane,Sowing,Rabi,Rainfed,Cotton,West,125.0407058,2.371340232,DAP
Loamy,6.502675523,46.34449053,0.7170189171,2.091023982,66.34457747,11.16678037,86.19533097,12.27111444,46.45839349,322.7828132,Rice,,Kharif,Rainfed,Wheat,West,259.0374461,2.247620165,DAP
Sandy,4.972900987,42.72548588,0.5342470183,2.046734977,93.64324677,75.16227361,52.16664256,22.22852332,68.38208229,1655.09349,Sugarcane,Vegetative,Rabi,Rainfed###,Wheat,East,364.2892589,6.892664965,
Sandy,5.877766918,33.48455011,0.3626167875,1.91770012,143.8526974,66.81903038,115.6870531,9.844183799,87.82521517,,Tomato,Harvest,Zaid,Canal,Wheat??,Central,194.4392182,0.7940357551,Compost
Sandy,7.095394357,36.52125435,1.321157751,1.769412404,157.8640858,30.87928717,46.83889712,16.49530079,,607.3495502,Wheat,Flowering,Rabi,Rainfed,Tomato,West,214.4136089,,DAP
Silt,6.420002502,20.74387378,1.341741419,1.936387095,51.67266244,12.86496168,56.40207865,22.67340362,51.22856813,2748.461642,Sugarcane,Flowering,Kharif,Rainfed,Potato,East,226.7488764,7.077593846,Urea
Sandy,,39.74655812,0.4670738685,,99.77899584,67.0331028,26.53572174,31.59565978,86.56430452,386.5277509,Sugarcane,Vegetative,Zaid,Drip,Wheat,South,263.6335446,4.038834208,MOP
Sandy,7.234746976,28.32236735,0.7893379199,1.588255781,158.0310952,45.38040312,107.3579827,13.33310547,62.34295372,1936.89669,Tomato,Vegetative,nan,Canal,Wheat,North,,2.459261994,NPK
Sandy,4.66332856,,1.111105818,0.6963233941,64.85797722,54.046712,48.23055102,35.33536561,79.44790861,681.3533676,Rice,,Rabi,Rainfed,Potato,nan,80.33912166,7.675115891,Compost
